"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","WORLDBANKINCOMEGROUP (CODE)","WORLDBANKINCOMEGROUP (DISPLAY)","WORLDBANKINCOMEGROUP (URL)","Display Value","Numeric","Low","High","Comments"
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","PRY","Paraguay","","2008","2008","","AMR","Americas","","","","","6230","6230.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","PRY","Paraguay","","2009","2009","","AMR","Americas","","","","","6342","6342.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","PRY","Paraguay","","2010","2010","","AMR","Americas","","","","","6455","6455.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","PER","Peru","","2007","2007","","AMR","Americas","","","","","28166","28166.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","PER","Peru","","2008","2008","","AMR","Americas","","","","","28463","28463.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","PER","Peru","","2009","2009","","AMR","Americas","","","","","28765","28765.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","PER","Peru","","2010","2010","","AMR","Americas","","","","","29077","29077.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","PHL","Philippines","","2007","2007","","WPR","Western Pacific","","","","","88653","88653.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","PHL","Philippines","","2008","2008","","WPR","Western Pacific","","","","","90173","90173.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","PHL","Philippines","","2009","2009","","WPR","Western Pacific","","","","","91703","91703.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","PHL","Philippines","","2010","2010","","WPR","Western Pacific","","","","","93261","93261.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","POL","Poland","","2007","2007","","EUR","Europe","","","","","38190","38190.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","POL","Poland","","2008","2008","","EUR","Europe","","","","","38218","38218.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","POL","Poland","","2009","2009","","EUR","Europe","","","","","38249","38249.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","POL","Poland","","2010","2010","","EUR","Europe","","","","","38277","38277.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","PRT","Portugal","","2007","2007","","EUR","Europe","","","","","10608","10608.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","PRT","Portugal","","2008","2008","","EUR","Europe","","","","","10635","10635.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","PRT","Portugal","","2009","2009","","EUR","Europe","","","","","10657","10657.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","PRT","Portugal","","2010","2010","","EUR","Europe","","","","","10676","10676.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","QAT","Qatar","","2007","2007","","EMR","Eastern Mediterranean","","","","","1178","1178.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","QAT","Qatar","","2008","2008","","EMR","Eastern Mediterranean","","","","","1396","1396.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","QAT","Qatar","","2009","2009","","EMR","Eastern Mediterranean","","","","","1598","1598.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","QAT","Qatar","","2010","2010","","EMR","Eastern Mediterranean","","","","","1759","1759.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","KOR","Republic of Korea","","2007","2007","","WPR","Western Pacific","","","","","47499","47499.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","KOR","Republic of Korea","","2008","2008","","WPR","Western Pacific","","","","","47734","47734.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","KOR","Republic of Korea","","2009","2009","","WPR","Western Pacific","","","","","47964","47964.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","KOR","Republic of Korea","","2010","2010","","WPR","Western Pacific","","","","","48184","48184.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","MDA","Republic of Moldova","","2007","2007","","EUR","Europe","","","","","3672","3672.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","MDA","Republic of Moldova","","2008","2008","","EUR","Europe","","","","","3635","3635.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","MDA","Republic of Moldova","","2009","2009","","EUR","Europe","","","","","3603","3603.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","MDA","Republic of Moldova","","2010","2010","","EUR","Europe","","","","","3573","3573.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","ROU","Romania","","2007","2007","","EUR","Europe","","","","","21645","21645.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","ROU","Romania","","2008","2008","","EUR","Europe","","","","","21590","21590.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","ROU","Romania","","2009","2009","","EUR","Europe","","","","","21537","21537.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","ROU","Romania","","2010","2010","","EUR","Europe","","","","","21486","21486.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","RUS","Russian Federation","","2007","2007","","EUR","Europe","","","","","143295","143295.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","RUS","Russian Federation","","2008","2008","","EUR","Europe","","","","","143163","143163.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","RUS","Russian Federation","","2009","2009","","EUR","Europe","","","","","143064","143064.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","RUS","Russian Federation","","2010","2010","","EUR","Europe","","","","","142958","142958.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","RWA","Rwanda","","2007","2007","","AFR","Africa","","","","","9711","9711.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","RWA","Rwanda","","2008","2008","","AFR","Africa","","","","","10004","10004.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","RWA","Rwanda","","2009","2009","","AFR","Africa","","","","","10311","10311.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","RWA","Rwanda","","2010","2010","","AFR","Africa","","","","","10624","10624.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","KNA","Saint Kitts and Nevis","","2007","2007","","AMR","Americas","","","","","50","50.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","KNA","Saint Kitts and Nevis","","2008","2008","","AMR","Americas","","","","","51","51.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","KNA","Saint Kitts and Nevis","","2009","2009","","AMR","Americas","","","","","52","52.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","KNA","Saint Kitts and Nevis","","2010","2010","","AMR","Americas","","","","","52","52.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","LCA","Saint Lucia","","2007","2007","","AMR","Americas","","","","","169","169.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","LCA","Saint Lucia","","2008","2008","","AMR","Americas","","","","","171","171.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","LCA","Saint Lucia","","2009","2009","","AMR","Americas","","","","","172","172.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","LCA","Saint Lucia","","2010","2010","","AMR","Americas","","","","","174","174.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","VCT","Saint Vincent and the Grenadines","","2007","2007","","AMR","Americas","","","","","109","109.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","VCT","Saint Vincent and the Grenadines","","2008","2008","","AMR","Americas","","","","","109","109.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","VCT","Saint Vincent and the Grenadines","","2009","2009","","AMR","Americas","","","","","109","109.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","VCT","Saint Vincent and the Grenadines","","2010","2010","","AMR","Americas","","","","","109","109.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","WSM","Samoa","","2007","2007","","WPR","Western Pacific","","","","","181","181.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","WSM","Samoa","","2008","2008","","WPR","Western Pacific","","","","","182","182.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","WSM","Samoa","","2009","2009","","WPR","Western Pacific","","","","","182","182.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","WSM","Samoa","","2010","2010","","WPR","Western Pacific","","","","","183","183.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SMR","San Marino","","2007","2007","","EUR","Europe","","","","","31","31.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SMR","San Marino","","2008","2008","","EUR","Europe","","","","","31","31.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SMR","San Marino","","2009","2009","","EUR","Europe","","","","","31","31.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SMR","San Marino","","2010","2010","","EUR","Europe","","","","","32","32.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","STP","Sao Tome and Principe","","2007","2007","","AFR","Africa","","","","","157","157.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","STP","Sao Tome and Principe","","2008","2008","","AFR","Africa","","","","","160","160.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","STP","Sao Tome and Principe","","2009","2009","","AFR","Africa","","","","","163","163.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","STP","Sao Tome and Principe","","2010","2010","","AFR","Africa","","","","","165","165.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SAU","Saudi Arabia","","2007","2007","","EMR","Eastern Mediterranean","","","","","25504","25504.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SAU","Saudi Arabia","","2008","2008","","EMR","Eastern Mediterranean","","","","","26167","26167.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SAU","Saudi Arabia","","2009","2009","","EMR","Eastern Mediterranean","","","","","26809","26809.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SAU","Saudi Arabia","","2010","2010","","EMR","Eastern Mediterranean","","","","","27448","27448.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SEN","Senegal","","2007","2007","","AFR","Africa","","","","","11475","11475.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SEN","Senegal","","2008","2008","","AFR","Africa","","","","","11787","11787.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SEN","Senegal","","2009","2009","","AFR","Africa","","","","","12107","12107.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SEN","Senegal","","2010","2010","","AFR","Africa","","","","","12434","12434.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SRB","Serbia","","2007","2007","","EUR","Europe","","","","","9833","9833.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SRB","Serbia","","2008","2008","","EUR","Europe","","","","","9841","9841.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SRB","Serbia","","2009","2009","","EUR","Europe","","","","","9851","9851.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SRB","Serbia","","2010","2010","","EUR","Europe","","","","","9856","9856.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SYC","Seychelles","","2007","2007","","AFR","Africa","","","","","85","85.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SYC","Seychelles","","2008","2008","","AFR","Africa","","","","","86","86.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SYC","Seychelles","","2009","2009","","AFR","Africa","","","","","86","86.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SYC","Seychelles","","2010","2010","","AFR","Africa","","","","","87","87.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SLE","Sierra Leone","","2007","2007","","AFR","Africa","","","","","5478","5478.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SLE","Sierra Leone","","2008","2008","","AFR","Africa","","","","","5612","5612.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SLE","Sierra Leone","","2009","2009","","AFR","Africa","","","","","5739","5739.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SLE","Sierra Leone","","2010","2010","","AFR","Africa","","","","","5868","5868.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SGP","Singapore","","2007","2007","","WPR","Western Pacific","","","","","4585","4585.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SGP","Singapore","","2008","2008","","WPR","Western Pacific","","","","","4772","4772.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SGP","Singapore","","2009","2009","","WPR","Western Pacific","","","","","4946","4946.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SGP","Singapore","","2010","2010","","WPR","Western Pacific","","","","","5086","5086.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SVK","Slovakia","","2007","2007","","EUR","Europe","","","","","5431","5431.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SVK","Slovakia","","2008","2008","","EUR","Europe","","","","","5441","5441.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SVK","Slovakia","","2009","2009","","EUR","Europe","","","","","5452","5452.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SVK","Slovakia","","2010","2010","","EUR","Europe","","","","","5462","5462.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SVN","Slovenia","","2007","2007","","EUR","Europe","","","","","2012","2012.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SVN","Slovenia","","2008","2008","","EUR","Europe","","","","","2018","2018.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SVN","Slovenia","","2009","2009","","EUR","Europe","","","","","2024","2024.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SVN","Slovenia","","2010","2010","","EUR","Europe","","","","","2030","2030.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SLB","Solomon Islands","","2007","2007","","WPR","Western Pacific","","","","","496","496.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SLB","Solomon Islands","","2008","2008","","WPR","Western Pacific","","","","","510","510.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SLB","Solomon Islands","","2009","2009","","WPR","Western Pacific","","","","","524","524.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SLB","Solomon Islands","","2010","2010","","WPR","Western Pacific","","","","","538","538.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SOM","Somalia","","2007","2007","","EMR","Eastern Mediterranean","","","","","8733","8733.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SOM","Somalia","","2008","2008","","EMR","Eastern Mediterranean","","","","","8922","8922.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SOM","Somalia","","2009","2009","","EMR","Eastern Mediterranean","","","","","9120","9120.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SOM","Somalia","","2010","2010","","EMR","Eastern Mediterranean","","","","","9331","9331.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","ZAF","South Africa","","2007","2007","","AFR","Africa","","","","","48842","48842.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","ZAF","South Africa","","2008","2008","","AFR","Africa","","","","","49319","49319.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","ZAF","South Africa","","2009","2009","","AFR","Africa","","","","","49752","49752.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","ZAF","South Africa","","2010","2010","","AFR","Africa","","","","","50133","50133.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","ESP","Spain","","2007","2007","","EUR","Europe","","","","","44604","44604.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","ESP","Spain","","2008","2008","","EUR","Europe","","","","","45146","45146.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","ESP","Spain","","2009","2009","","EUR","Europe","","","","","45638","45638.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","ESP","Spain","","2010","2010","","EUR","Europe","","","","","46077","46077.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","LKA","Sri Lanka","","2007","2007","","SEAR","South-East Asia","","","","","20272","20272.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","LKA","Sri Lanka","","2008","2008","","SEAR","South-East Asia","","","","","20474","20474.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","LKA","Sri Lanka","","2009","2009","","SEAR","South-East Asia","","","","","20669","20669.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","LKA","Sri Lanka","","2010","2010","","SEAR","South-East Asia","","","","","20860","20860.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SDN","Sudan","","2007","2007","","EMR","Eastern Mediterranean","","","","","40374","40374.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SDN","Sudan","","2008","2008","","EMR","Eastern Mediterranean","","","","","41415","41415.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SDN","Sudan","","2009","2009","","EMR","Eastern Mediterranean","","","","","42478","42478.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SDN","Sudan","","2010","2010","","EMR","Eastern Mediterranean","","","","","43552","43552.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SUR","Suriname","","2007","2007","","AMR","Americas","","","","","510","510.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SUR","Suriname","","2008","2008","","AMR","Americas","","","","","515","515.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SUR","Suriname","","2009","2009","","AMR","Americas","","","","","520","520.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SUR","Suriname","","2010","2010","","AMR","Americas","","","","","525","525.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SWZ","Swaziland","","2007","2007","","AFR","Africa","","","","","1133","1133.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SWZ","Swaziland","","2008","2008","","AFR","Africa","","","","","1150","1150.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SWZ","Swaziland","","2009","2009","","AFR","Africa","","","","","1168","1168.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SWZ","Swaziland","","2010","2010","","AFR","Africa","","","","","1186","1186.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SWE","Sweden","","2007","2007","","EUR","Europe","","","","","9161","9161.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SWE","Sweden","","2008","2008","","EUR","Europe","","","","","9237","9237.00000","","",""
"WHS9_86","Population (in thousands) total","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=113","SWE","Sweden","","2009","2009","","EUR","Europe","","","","","9311","9311.00000","","",""
