"ISBN","Titles","AuthorFN","AuthorLN","TranslatorFN","TranslatorLN","Publisher","Genre","Price","Month","Year","Language","Country","OtherFN","OtherLN","Other Role"
"9781933372884","Zulu","Caryl","Ferey","Howard","Curtis","Europa Editions","Fiction",$15.00,"Apr",2010,"French","France",,,
"9781934824061","Museum of Eterna's Novel","Macedonio","Fernandez","Margaret","Schwartz","Open Letter","Fiction",$14.95,"Feb",2010,"Spanish","Argentina",,,
"9781933372877","Cecilia","Linda","Ferri","Ann","Goldstein","Europa Editions","Fiction",$15.00,"Apr",2010,"Italian","Italy",,,
"9781852248598","Swing in the Middle of Chaos","Sylva","Fischerova","Sylva","Fischerova","Bloodaxe","Poetry",$22.95,"June",2010,"Czech","Czech Republic","Stuart","Friebert","Translator"
"9781562791346","Sarinagara","Philippe","Forest","Pascale","Torracinta","Mercury House","Fiction",$14.00,"Jan",2010,"French","France",,,
"9781564785732","Aliss at the Fire","Jon","Fosse","Damion","Searls","Dalkey Archive","Fiction",$12.95,"Sept",2010,"Norwegian","Norway",,,
"9780151013661","Broken","Karin","Fossum","Charlotte","Barslund","Houghton Mifflin Harcourt","Fiction",$25.00,"Aug",2010,"Norwegian","Norway",,,
"9780802119674","Blindness of the Heart","Julia","Franck","Anthea","Bell","Grove","Fiction",$24.95,"Oct",2010,"German","Germany",,,
"9780061714238","Every House Needs a Balcony","Rina","Frank","Ora","Cummings","HarperCollins","Fiction",$24.95,"June",2010,"Hebrew","Israel",,,
"9781934851180","Creaturing","Tiziano","Fratus","Francesco","Levato","Marick Press","Poetry",$14.95,"Apr",2010,"Italian","Italy",,,
"9781557134110","Botanical Garden","Jean","Fremon","Brian","Evenson","Green Integer","Fiction",$13.95,"Dec",2010,"French","France",,,
"9780981552118","Stone Cell","Lo","Fu","John","Balcom","Zephyr Press","Poetry",$18.00,"July",2010,"Chinese","China",,,
"9780865479111","Hate: A Romance","Tristan","Garcia","Marion","Duvert","Faber and Faber","Fiction",$14.00,"Nov",2010,"French","France",,,
"9780300149760","Hocus Bogus","Romain","Gary","David","Bellos","Yale University Press","Fiction",$25.00,"Mar",2010,"French","France",,,
"9780061984044","Almost Dead","Assaf","Gavron","James","Lever","HarperCollins","Fiction",$14.99,"Apr",2010,"Hebrew","Israel","Assaf","Gavron","Translator"
"9780982655627","Between Words","Juan","Gelman","Lisa","Bradford","Coimbra Editions","Poetry",$19.95,"Oct",2010,"Spanish","Argentina",,,
"9780982655634","Commentaries and Citations","Juan","Gelman","Lisa","Bradford","Coimbra Editions","Poetry",$24.95,"Oct",2010,"Spanish","Argentina",,,
"9780670021482","Solitude of Prime Numbers","Paolo","Giaordano","Shaun","Whiteside","Viking","Fiction",$25.95,"Mar",2010,"Italian","Italy",,,
"9781933254708","History of Violets","Marosa di","Giorgio","Jeannine Marie","Pitas","Ugly Duckling","Poetry",$15.00,"Nov",2010,"Spanish","Uruguay",,,
"9781416590644","Moses Expedition","Juan","Gomez-Jurado","A.V.","Lebron","Atria","Fiction",$15.00,"Mar",2010,"Spanish","Spain",,,
"9781558616738","Hold on to the Sun","Michal","Govrin","Michal","Govrin","Feminist Press","Fiction",$16.95,"Nov",2010,"Hebrew","Israel","Judith","Miller","Editor"
"9780547245034","Box","Gunter","Grass","Krishna","Winston","Houghton Mifflin Harcourt","Fiction",$23.00,"Nov",2010,"German","Germany",,,
"9780307592972","To the End of the Land","David","Grossman","Jessica","Cohen","Knopf","Fiction",$27.95,"Sept",2010,"Hebrew","Israel",,,
"9781933254722","Geometries","Eugene","Guillevic","Richard","Sieburth","Ugly Duckling","Poetry",$18.00,"June",2010,"French","France",,,
"9781584980711","Conqueror","Nedim","Gursel","Yavuz","Demir","Talisman House","Fiction",$18.95,"Jan",2010,"Turkish","Turkey","John","Ottenhoff","Translator"
"9781566568029","Summer without Dawn","Agop","Hacikyan","Christina Le Vernoy","Joyce Bailey","Interlink","Fiction",$20.00,"Mar",2010,"French","Quebec","Jean-Yves","Soucy","Author"
"9781852429836","Wedding at Auschwitz","Erich","Hackl","Martin","Chalmers","Serpent's Tail","Fiction",$14.95,"Apr",2010,"German","Austria",,,
"9781904738602","Lie","Petra","Hammesfahr","Mike","Mitchell","Bitter Lemon","Fiction",$14.95,"Apr",2010,"German","Germany",,,
"9780374142315","Don Juan","Peter","Handke","Krishna","Winston","FSG","Fiction",$22.00,"Feb",2010,"German","Austria",,,
"9781906497736","Till Day You Do Part or A Question of Light","Peter","Handke","Mike","Mitchell","Seagull Books","Fiction",$12.00,"Dec",2010,"French","Austria",,,
"9780810126787","It Will Return","Julia","Hartwig","John","Carpenter","Northwestern University Press","Poetry",$16.95,"Apr",2010,"Polish","Poland","Bogdana","Carpenter","Translator"
"9781564785817","Am I a Redundant Human Being?","Mela","Hartwig","Kerri","Pierce","Dalkey Archive","Fiction",$13.95,"Aug",2010,"German","Austria",,,
"9781421536453","Ouroboros Wave","Jyouji","Hayashi","Jim","Hubbert","Viz Media","Fiction",$14.99,"Nov",2010,"Japanese","Japan",,,
"9780805092653","Eden","Yael","Hedaya","Jessica","Cohen","Metropolitan","Fiction",$30.00,"Nov",2010,"Hebrew","Israel",,,
"9781582436258","Gush","Yo","Hemmi","Giles","Murray","Counterpoint","Fiction",$25.00,"Aug",2010,"Japanese","Japan",,,
"9781564785435","Best European Fiction","Aleksandar","Hemon","various","various","Dalkey Archive","Fiction",$14.95,"Jan",2010,"Various","Various",,,
"9780312577865","Tulip Virus","Danielle","Hermans","David","MacKay","Minotaur","Fiction",$24.99,"Apr",2010,"Dutch","Netherlands",,,
"9781564786036","Isle of Dreams","Keizo","Hino","Charles de","Wolf","Dalkey Archive","Fiction",$14.95,"Dec",2010,"Japanese","Japan",,,
"9781934200193","Conditions of Light","Emmanuel","Hocquard","Jean-Jacques","Poucel","Fence Books","Poetry",$15.00,"May",2010,"French","France",,,
"9781604860849","Lonely Hearts Killer","Tomoyuki","Hoshino","Adrienne Carey","Hurley","PM Press","Fiction",$15.95,"Mar",2010,"Japanese","Japan",,,
"9780810125469","Vita Nuova","Bohumil","Hrabal","Tony","Liman","Northwestern University Press","Fiction",$19.95,"May",2010,"Czech","Czech Republic",,,
"9780924047725","Story of My Voice","Genevieve","Huttin","Bradford Gray","Telford","Host Publications","Poetry",$15.00,"May",2010,"French","France",,,
"9780811218658","Fireflies in the Mist","Qurratulain","Hyder","Qurratulain","Hyder","New Directions","Fiction",$16.95,"Sept",2010,"Urdu","India",,,
"9781878282972","Long Road","Kim","In-Suk","Stephen","Epstein","MerwinAsia","Fiction",$22.95,"Apr",2010,"Korean","South Korea",,,
"9780312569914","Hypothermia","Arnaldur","Indridason","Victoria","Cribb","Minotaur","Fiction",$24.99,"Sept",2010,"Icelandic","Iceland",,,
"9781584980759","Kyra Kyralina","Panait","Istrati","Christopher","Sawyer-Laucanno","Talisman House","Poetry",$16.95,"Apr",2010,"Romanian","Romania",,,
"9781421536439","Harmony","Project","Itoh","Alexander","Smith","Viz Media","Fiction",$14.99,"July",2010,"Japanese","Japan",,,
"9781400040629","Director's Cut","Arthur","Japin","David","Colmer","Knopf","Fiction",$27.95,"Feb",2010,"Dutch","Netherlands",,,
"9780143116196","Miral","Rula","Jebreal","John","Cullen","Penguin","Fiction",$15.00,"Sept",2010,"Italian","Israel",,,
"9780872865266","Rising of the Ashes","Tahar Ben","Jelloun","Cullen","Goldblatt","City Lights","Poetry",$16.95,"Mar",2010,"French","Morocco",,,
"9780981552132","Flash Cards","Yu","Jian","Wang","Ping","Zephyr Press","Poetry",$15.00,"Oct",2010,"Chinese","China","Ron","Padgett","Translator"
"9781902294339","Caribbean African upon Awakening","Blas","Jimenez","Antonio","Tillis","Mango Publishing","Poetry",$22.00,"May",2010,"Spanish","Dominican Republic",,,
"9781564785268","Distant Sound","Gert","Jonke","Jean","Snook","Dalkey Archive","Fiction",$14.95,"May",2010,"German","Austria",,,
"9780802129956","Accident","Ismail","Kadare","John","Hodgson","Grove","Fiction",$24.00,"Nov",2010,"Albanian","Albania",,,
"9784770030887","Eighth Day","Mitsuyo","Kakuta","Margaret","Mitsutani","Kodansha America","Fiction",$24.95,"May",2010,"Japanese","Japan",,,
"9781421532554","Yukikaze","Chohei","Kambayashi","Neil","Nadelman","Viz Media","Fiction",$14.99,"Jan",2010,"Japanese","Japan",,,
"9780061583247","Ecco Anthology of International Poetry","Ilya","Kaminsky","various","various","Ecco","Poetry",$19.99,"Mar",2010,"Various","Various","Susan","Harris","Editor"
"9781929355648","Unknown Places","Peter","Kantor","Michael","Blumenthal","Pleasure Boat Studio","Poetry",$14.00,"May",2010,"Hungarian","Hungary",,,
"9781566568388","Sleepwalker","Margarita","Karapanou","Karen","Emmerich","Clockroot","Fiction",$16.00,"Sept",2010,"Greek","Greece",,,
"9781933372983","Swell","Ioanna","Karystiani","Konstantine","Matsoukas","Europa Editions","Fiction",$15.00,"Feb",2010,"Greek","Greece",,,
"9781582436005","Manazuru","Hiromi","Kawakami","Michael","Emmerich","Counterpoint","Fiction",$15.95,"Sept",2010,"Japanese","Japan",,,
"9781933959085","Time of Sky & Castle in the Air","Ayane","Kawata","Sawako","Nakayasu","Litmus Books","Poetry",$18.00,"May",2010,"Japanese","Japan",,,
"9780307378712","Fame","Daniel","Kehlmann","Carol Brown","Janeway","Pantheon","Fiction",$24.00,"Sept",2010,"German","Germany",,,
"9780374126759","Comedy in a Minor Key","Hans","Keilson","Damion","Searls","FSG","Fiction",$22.00,"July",2010,"German","Germany",,,
"9781933633879","Union Jack","Imre","Kertesz","Tim","Wilkinson","Melville House","Fiction",$13.00,"Jan",2010,"Hungarian","Hungary",,,
"9789380636009","Blaft Anthology of Tamil Pulp Fiction: Volume 2","Rakesh","Khanna","Pritham","Chakravarthy","Blaft","Fiction",$24.95,"Oct",2010,"Tamil","India",,,
"9780981987323","White Masks","Elias","Khoury","Maia","Tabet","Archipelago","Fiction",$22.00,"Apr",2010,"Arabic","Lebanon",,,
"9780811218863","Clash of Images","Abdelfattah","Kilito","Robyn","Creswell","New Directions","Fiction",$13.95,"Sept",2010,"French","Morocco",,,
"9780231153119","Curious Tale of Mandogi's Ghost","Sok-pom","Kim","Cindi","Textor","Columbia University Press","Fiction",$24.50,"Sept",2010,"Japanese","Japan",,,
"9780151015450","Your Republic Is Calling You","Young-ha","Kim","Chi-Young","Kim","Houghton Mifflin Harcourt","Fiction",$14.95,"Sept",2010,"Korean","South Korea",,,
"9780856464232","Flower and Song: Poems of the Aztec Peoples","Edward","Kissam","Michael","Schmidt","Anvil Press","Poetry",$18.95,"Sept",2010,"Spanish","Mexico",,,
"9780981955728","Selected Prose","Heinrich von","Kleist","Peter","Wortsman","Archipelago","Fiction",$16.00,"Jan",2010,"German","Germany",,,
"9781933254548","Look Back, Look Ahead","Srecko","Kosovel","Barbara Siegel","Carlson","Ugly Duckling","Poetry",$17.00,"Mar",2010,"Slovenian","Slovenia","Ana","Jelnikar","Translator"
"9781590173398","Skylark","Dezso","Kosztolanyi","Richard","Aczel","New York Review Books","Fiction",$15.95,"Mar",2010,"Hungarian","Hungary",,,
"9780924047664","Voices from the Bitter Core","Ursula","Krechel","Amy Kepple","Strawser","Host Publications","Poetry",$20.00,"July",2010,"German","Germany",,,
"9781933382241","Like Things Made of Clay","Reiner","Kunze","Richard","Dove","Green Integer","Poetry",$15.95,"Jan",2010,"German","Germany",,,
"9781421532332","Loups-Garous","Natsuhiko","Kyogoku","Anne","Ishii","Viz Media","Fiction",$16.99,"May",2010,"Japanese","Japan",,,
"9781605980928","Ice Princess","Camilla","Lackberg","Steven","Murray","Pegasus","Fiction",$25.95,"June",2010,"Swedish","Sweden",,,
"9781553654833","Heading South","Dany","Laferriere","Wayne","Grady","Douglas & McIntyre","Fiction",$17.95,"Sept",2010,"French","Haiti",,,
"9780307269997","Girl Who Kicked the Hornet's Nest","Stieg","Larsson","Reg","Keeland","Knopf","Fiction",$27.95,"May",2010,"Swedish","Sweden",,,
"9780811216104","Three Fates","Linda","Le","Mark","Polizzotti","New Directions","Fiction",$15.95,"June",2010,"French","Viet Nam (Vietnam)",,,
"9780714531540","See How Much I Love You","Luis","Leante","Martin","Schifino","Marion Boyars","Fiction",$14.95,"Jan",2010,"Spanish","Spain",,,
"9781553655855","How to Make Love to a Negro without Getting Tired","Dany","Leferriere","David","Homel","Douglas & McIntyre","Fiction",$15.95,"Oct",2010,"French","Quebec",,,
"9780143118398","Hector and the Search for Happiness","Francois","Lelord","Lorenza","Garcia","Penguin","Fiction",$14.00,"Sept",2010,"French","France",,,
"9781590513354","Stella","Siegfried","Lenz","Anthea","Bell","Other Press","Fiction",$12.95,"Aug",2010,"German","Germany",,,
"9780374235031","Canti","Giacomo","Leopardi","Jonathan","Galassi","FSG","Poetry",$35.00,"Nov",2010,"Italian","Italy",,,
"9780892553563","Women My Father Knew","Savyon","Liebrecht","Sondra","Silverston","Persea","Fiction",$18.00,"Apr",2010,"Hebrew","Israel",,,
"9780896726710","Symphony in White","Adriana","Lisboa","Sarah","Green","Texas Tech University Press","Fiction",$26.95,"Apr",2010,"Portuguese","Brazil",,,
"9780811218474","Child of Nature","Luljeta","Lleshanaku","Henry","Israeli","New Directions","Poetry",$13.95,"Feb",2010,"Albanian","Albania","Shpresa","Qatipi","Translator"
"9781590513095","Wrong Blood","Manuel de","Lope","John","Cullen","Other Press","Fiction",$14.95,"Sept",2010,"Spanish","Spain",,,
"9781557134073","Collected Poems",,"Lucebert","Diane","Butterman","Green Integer","Poetry",$15.95,"Dec",2010,"Dutch","Netherlands",,,
"9781608010424","Wounded Days","Leticia","Luna","Toshiya","Kamei","UNO Press","Poetry",$14.95,"Dec",2010,"Spanish","Mexico",,,
"9781593762735","Broken Glass","Alain","Mabanckou","Helen","Stevenson","Soft Skull","Fiction",$13.95,"May",2010,"French","Congo",,,
"9780374282530","Vanishing Points","Valerio","Magrelli","Jamie","McKendrick","FSG","Poetry",$27.00,"July",2010,"Italian","Italy",,,
"9789774163517","Coffeehouse","Naguib","Mahfouz","Raymond","Stock","American University at Cairo","Fiction",$18.95,"Dec",2010,"Arabic","Egypt",,,
"9789774163883","Final Hour","Naguib","Mahfouz","Roger","Allen","American University at Cairo","Fiction",$19.95,"Oct",2010,"Arabic","Egypt",,,
"9789774163869","In the Time of Love","Naguib","Mahfouz","Kay","Heikkinen","American University at Cairo","Fiction",$19.95,"Oct",2010,"Arabic","Egypt",,,
"9781934824160","Klausen","Andreas","Maier","Kenneth","Northcott","Open Letter","Fiction",$14.95,"Aug",2010,"German","Germany",,,
"9781904738565","Needle in a Haystack","Ernesto","Mallo","Jethro","Soutar","Bitter Lemon","Fiction",$14.95,"Sept",2010,"Spanish","Argentina",,,
"9780307271686","Boy with the Cuckoo-Clock Heart","Mathias","Malzieu","Sarah","Ardizzone","Knopf","Fiction",$22.95,"Mar",2010,"French","France",,,
"9781933372990","Ides of March","Valerio Massimo","Manfredi","Christine","Feddersen-Manfredi","Europa Editions","Fiction",$16.00,"Mar",2010,"Italian","Italy",,,
"9781595581938","Daniel","Henning","Mankell","Steven","Murray","New Press","Fiction",$26.95,"Nov",2010,"Swedish","Sweden",,,
"9780307271860","Man from Beijing","Henning","Mankell","Laurie","Thompson","Knopf","Fiction",$25.95,"Feb",2010,"Swedish","Sweden",,,
"9780803230323","Year 3000","Paolo","Mantegazza","David","Jacobson","University of Nebraska","Fiction",$19.95,"Nov",2010,"Italian","Italy",,,
"9780811218580","Bad Nature, or With Elvis in Mexico","Javier","Marias","Esther","Allen","New Directions","Fiction",$9.95,"Feb",2010,"Spanish","Spain",,,
"9780811216630","While the Women Are Sleeping","Javier","Marias","Margaret Jull","Costa","New Directions","Fiction",$21.95,"Nov",2010,"Spanish","Spain",,,
"9780300152418","Cyclops","Ranko","Marinkovic","Vlada","Stojiljkovic","Yale University Press","Fiction",$35.00,"Nov",2010,"Croatian","Croatia","Ellen","Elias-Bursac","Editor"
"9781933372853","Sexual Life of an Islamist in Paris","Leila","Marouane","Alison","Anderson","Europa Editions","Fiction",$15.00,"May",2010,"French","Algeria",,,
"9784770031167","Apprenticeship of Big Toe P","Rieko","Matsuura","Michael","Emmerich","Kodansha America","Fiction",$24.95,"Jan",2010,"Japanese","Japan",,,
"9780823231157","Tombeau of Ibn Arabi and White Traverses","Abdelwahab","Meddeb","Charlotte","Mandell","Fordham University Press","Poetry",$16.00,"Jan",2010,"French","Tunisia",,,
"9780802119582","Thirteen Hours","Deon","Meyer","K.L.","Seegers","Atlantic Monthly","Fiction",$24.00,"Sept",2010,"Afrikaans","South Africa",,,
"9780803228238","Dark Heart of the Night","Leonora","Miano","Tasmin","Black","University of Nebraska","Fiction",$19.95,"Apr",2010,"French","Cameroon",,,
"9781904738442","Entanglement","Zygmunt","Miloszewski","Antonia","Lloyd-Jones","Bitter Lemon","Fiction",$14.95,"Aug",2010,"Polish","Poland",,,
"9781421527758","Book of Heroes","Miyuki","Miyabe","??","??","Viz Media","Fiction",$23.99,"Jan",2010,"Japanese","Japan",,,
"9780939010998",69,,"MLB","Frank","Vigoda","Zephyr Press","Poetry",$16.00,"June",2010,"Polish","Poland",,,
"9780982555071","King of Kahel","Tierno","Monenembo","Nicholas","Elliott","AmazonCrossing","Fiction",$15.95,"Nov",2010,"French","Guinea",,,
"9781846686672","Tattoo","Manuel Vazquez","Montalban","Nick","Caistor","Serpent's Tail","Fiction",$14.95,"Feb",2010,"Spanish","Spain",,,
"9781879960824","Beautiful and Dark","Rosa","Montero","Adrienne","Mitchell","Aunt Lute","Fiction",$14.95,"July",2010,"Spanish","Spain",,,
"9781934824184","Gasoline","Quim","Monzo","Mary Ann","Newman","Open Letter","Fiction",$14.95,"June",2010,"Catalan","Spain",,,
"9780307264947","Storm","Margriet de","Moor","Carol Brown","Janeway","Knopf","Fiction",$24.95,"Mar",2010,"Dutch","Netherlands",,,
"9780066212418","In a Dark Wood","Marcel","Moring","Shaun","Whiteside","HarperCollins","Fiction",$24.99,"Mar",2010,"Dutch","Netherlands",,,
"9780393338416","Audition","Ryu","Murakami","Ralph","McCarthy","W.W. Norton","Fiction",$13.95,"June",2010,"Japanese","Japan",,,
"9781558616592","Revenge","Taslima","Nasrin","Honor","Moore","Feminist Press","Fiction",$15.95,"Aug",2010,"Bengali","India",,,
"9780307476364","Dimanche and Other Stories","Irene","Nemirovsky","Bridget","Patterson","Vintage","Fiction",$15.00,"Apr",2010,"French","France",,,
"9780982384954","Natural Theater","Giampiero","Neri","Ron","Banerjee","Chelsea Editions","Poetry",$20.00,"May",2010,"Italian","Italy",,,
"9780061133978","Devil's Star","Jo","Nesbo","Don","Bartlett","HarperCollins","Fiction",$25.99,"Mar",2010,"Norwegian","Norway",,,
"9781564785824","Homesick","Eshkol","Nevo","Sondra","Silverston","Dalkey Archive","Fiction",$15.95,"Apr",2010,"Hebrew","Israel",,,
"9781421536422","Rocket Girls","Housuke","Nojiri","Joseph","Reeder","Viz Media","Fiction",$13.99,"Sept",2010,"Japanese","Japan",,,
"9781933372778","Hygiene and the Assassin","Amelie","Nothomb","Alison","Anderson","Europa Editions","Fiction",$15.00,"Oct",2010,"French","France",,,
"9781907056376","To the Wind Our Sails","Mary","O'Donnell","various","various","Dufour Editions","Poetry",$24.95,"Nov",2010,"Galician","Spain",,,
"9780802119360","Changeling","Kenzaburo","Oe","Deborah","Boehm","Grove","Fiction",$24.00,"Mar",2010,"Japanese","Japan",,,
"9781421534411","Next Continent","Issui","Ogawa","Jim","Hubbert","Viz Media","Fiction",$16.99,"May",2010,"Japanese","Japan",,,
"9780312425241","Hotel Iris","Yoko","Ogawa","Stephen","Snyder","Picador","Fiction",$14.00,"Apr",2010,"Japanese","Japan",,,
"9780802170774","Purge","Sofi","Oksanen","Lola","Rogers","Black Cat","Fiction",$14.95,"Apr",2010,"Finnish","Finland",,,
"9781934824139","Ambassador","Bragi","Olafsson","Lytton","Smith","Open Letter","Fiction",$15.95,"Oct",2010,"Icelandic","Iceland",,,
"9780896726734","Chango, the Biggest Badass","Manuel Zapata","Olivella","Jonathan","Tittler","Texas Tech University Press","Fiction",$34.95,"Feb",2010,"Spanish","Colombia",,,
"9780709080077","Sherlock Holmes in Russia","P.","Orlovetz","Alex","Auswaks","Hale","Fiction",$24.95,"Jan",2010,"Russian","Russia","P.","Nikitin","Author"
"9780981074016","In the Train","Christian","Oster","Adriana","Hunter","Object Press","Fiction",$16.00,"Mar",2010,"French","France",,,
"9781421536446","Summer, Fireworks, and My Corpse",,"Otsuichi","Nathan","Collins","Viz Media","Fiction",$14.99,"Sept",2010,"Japanese","Japan",,,
"9781564785770","Case Closed","Patrik","Ourednik","Alex","Zucker","Dalkey Archive","Fiction",$13.95,"Apr",2010,"Czech","Czech Republic",,,
"9781933527208","Princess, the King, and the Anarchist","Robert","Pagani","Helen","Marx","Helen Marx Books","Fiction",$14.95,"Oct",2010,"French","Switzerland",,,
"9780143116523","Discreet Pleasures of Rejection","Martin","Page","Bruce","Benderson","Penguin","Fiction",$14.00,"Feb",2010,"French","France",,,
"9780984303601","Tumasik: Contemporary Writing from Singapore","Alvin","Pang","various","various","Autumn Hill","Fiction",$14.99,"July",2010,"Various","Singapore",,,
"9780307272256","If There Is Something to Desire","Vera","Pavlova","Steven","Seymour","Knopf","Poetry",$24.00,"Jan",2010,"Russian","Russia",,,
"9780765324030","Shadow Prowler","Alexey","Pehov","Andrew","Bloomfield","Tor","Fiction",$24.99,"Feb",2010,"Russian","Russia",,,
"9780984115525","Attempt at Exhausting a Place in Paris","Georges","Perec","Marc","Lowenthal","Wakefield Press","Fiction",$12.95,"Sept",2010,"French","France",,,
"9781848611320","Did You Hear about the Fighting Cat?","Omar","Perez","Kristin","Dykstra","Shearsman Books","Poetry",$17.00,"Nov",2010,"Spanish","Cuba",,,
"9780399156649","Pirates of the Levant","Arturo","Perez-Reverte","Margaret Jull","Costa","Putnam","Fiction",$25.95,"Sept",2010,"Spanish","Spain",,,
"9780307377456","Between Summer's Longing and Winter's End: The Story of a Crime","Leif GW","Persson","Paul","Norlen","Pantheon","Fiction",$27.95,"Sept",2010,"Swedish","Sweden",,,
"9781555975562","I Curse the River of Time","Per","Petterson","Charlotte","Barslund","Graywolf","Fiction",$23.00,"Aug",2010,"Norwegian","Norway",,,
"9781616142452","Cardinal's Blades","Pierre","Pevel","Tom","Clegg","Pyr","Fiction",$16.00,"Oct",2010,"French","France",,,
"9781934824276","Thousand Peaceful Cities","Jerzy","Pilch","David","Frick","Open Letter","Fiction",$14.95,"July",2010,"Polish","Poland",,,
"9781904738411","Thursday Night Widows","Claudia","Pineiro","Miranda","France","Bitter Lemon","Fiction",$14.95,"Jan",2010,"Spanish","Argentina",,,
"9781590512784","Last Rendezvous","Anne","Plantagenet","Willard","Wood","Other Press","Fiction",$14.95,"Mar",2010,"French","France",,,
"9781433110924","Lucky Per","Henrik","Pontoppidan","Naomi","Lebowitz","Peter Lang","Fiction",$69.95,"June",2010,"Danish","Denmark",,,
"9781935210115","Star Wizard's Legacy: Six Poetic Sequences","Vasko","Popa","Morton","Marcus","White Pine","Poetry",$16.00,"Apr",2010,"Serbian","Serbia and Montenegro",,,
"9780292723320","One Hundred Bottles","Ena Lucia","Portela","Achy","Obejas","University of Texas","Fiction",$19.95,"Nov",2010,"Spanish","Cuba",,,
"9781936194025","Absolute Bob","Anne","Portugal","Jennifer","Moxley","Burning Deck Press","Poetry",$14.00,"Oct",2010,"French","France",,,
"9781935597056","Hangman's Daughter","Oliver","Potzsch","Lee","Chadeayne","AmazonCrossing","Fiction",$15.95,"Dec",2010,"German","Germany",,,
"9781553654094","Wildlives","Monique","Proulx","David","Homel","Douglas & McIntyre","Fiction",$16.95,"May",2010,"French","Quebec",,,
"9780896727144","Fish Child","Lucia","Puenzo","David William","Foster","Texas Tech University Press","Fiction",$26.95,"Oct",2010,"Spanish","Argentina",,,
"9780887842306","Breakwater House","Pascale","Quiviger","Lazer","Lederhendler","House of Anansi","Fiction",$18.95,"Apr",2010,"French","Quebec",,,
"9781590513453","Earth and Ashes","Atiq","Rahimi","Erdag","Goknar","Other Press","Fiction",$13.95,"Aug",2010,"Dari","Afghanistan",,,
"9781590513446","Patience Stone","Atiq","Rahimi","Polly","McLean","Other Press","Fiction",$18.95,"Jan",2010,"French","Afghanistan",,,
"9781843918530","Washing Dishes in Hotel Paradise","Eduardo Belgrano","Rawson","Rosie","Marteau","Hesperus","Fiction",$15.95,"Jan",2010,"Spanish","Argentina",,,
"9780385519915","No Place for Heroes","Laura","Restrepo","Ernesto","Mestre-Reed","Doubleday","Fiction",$25.95,"July",2010,"Spanish","Colombia",,,
"9781564785978","House of Ulysses","Julian","Rios","Nick","Caistor","Dalkey Archive","Fiction",$14.95,"Nov",2010,"Spanish","Spain",,,
"9781564785923","Arriving in Avignon","Daniel","Robberechts","Paul","Vincent","Dalkey Archive","Fiction",$13.95,"Oct",2010,"Flemish","Belgium",,,
"9781852429591","Happiness","Denis","Robert","John","Innes","Serpent's Tail","Fiction",$14.95,"July",2010,"French","France",,,
"9781933996219","Vacant Lot","Oliver","Rohe","Laird","Hunt","Counterpath Press","Poetry",$14.95,"Nov",2010,"French","France",,,
"9781892295910","Arrival of Autumn in Constantinople","Norberto Luis","Romero","H. E.","Francis","Green Integer","Fiction",$12.95,"Aug",2010,"Spanish","Argentina",,,
"9781906497545","Young Light","Ralf","Rothmann","Wieland","Hoban","University of Chicago","Fiction",$21.95,"Sept",2010,"German","Germany",,,
"9780393067798","Sobbing Superpower","Tadeusz","Rozewicz","Joanna","Trzeciak","W.W. Norton","Poetry",$32.95,"Dec",2010,"Polish","Poland",,,
"9780980033052","To Mervas","Elisabeth","Rynell","Victoria","Haggblom","Archipelago","Fiction",$15.00,"May",2010,"Swedish","Sweden",,,
"9781592642403","From the Four Winds","Haim","Sabato","Yaacob","Dweck","Toby Press","Fiction",$24.95,"Mar",2010,"Hebrew","Israel",,,
"9781934824207","Sixty-Five Years of Washington","Juan Jose","Saer","Steve","Dolph","Open Letter","Fiction",$14.95,"Nov",2010,"Spanish","Argentina",,,
"9781564783257","Siamese","Stig","Saeterbakken","Stokes","Schwartz","Dalkey Archive","Fiction",$13.95,"Jan",2010,"Norwegian","Norway",,,
"9781421534398","Slum Online","Hiroshi","Sakurazaka","Joseph","Reeder","Viz Media","Fiction",$13.99,"Apr",2010,"Japanese","Japan",,,
"9781564785572","Portrait of the Writer as a Domesticated Animal","Lydie","Salvayre","William","Pedersen","Dalkey Archive","Fiction",$13.95,"Feb",2010,"French","France",,,
"9780061479885","Voltaire's Calligrapher","Pablo de","Santis","Lisa","Carter","HarperCollins","Fiction",$14.99,"Oct",2010,"Spanish","Argentina",,,
"9780547352589","Elephant's Journey","Jose","Saramago","Margaret Jull","Costa","Houghton Mifflin Harcourt","Fiction",$24.00,"Sept",2010,"Portuguese","Portugal",,,
"9781609450007","Limassol","Yishai","Sarid","Barbara","Harshav","Europa Editions","Fiction",$15.00,"Nov",2010,"Hebrew","Israel",,,
"9781566568302","Calligrapher's Secret","Rafik","Schami","Anthea","Bell","Interlink","Fiction",$22.00,"Nov",2010,"German","Syrian Arab Republic",,,
"9780375725562","Gordian Knot","Bernhard","Schlink","Peter","Constantine","Vintage","Fiction",$15.95,"Dec",2010,"German","Germany",,,
"9780307378156","Weekend","Bernhard","Schlink","Shaun","Whiteside","Pantheon","Fiction",$24.95,"Oct",2010,"German","Germany",,,
"9781933372815","Woman with the Bouquet","Eric-Emmanuel","Schmitt","Alison","Anderson","Europa Editions","Fiction",$15.00,"Sept",2010,"French","France",,,
"9780896727120","War in Bom Fim","Moacyr","Scliar","David William","Foster","Texas Tech University Press","Fiction",$24.95,"Oct",2010,"Portuguese","Brazil",,,
